Vendor Name,Invoice  Date,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,PO Num,Total    Difference,Discrepancy,Memo
CHANDLER 4 CORNERS,43108,236681,32.5,10,0,738397,20.25,738397-2,-2.25,PO MISMATCH,CHANDLER 010818 236681
COLORADO DALLAS LLC,43119,18952,25.1,2,0,733851,20.9,733851-1,-2.2,PO MISMATCH,COLORADO DALLAS 011918 18952
West Creation,43115,19624,47,3,0,730881,41.8,730881-1,-2.2,PO MISMATCH,WEST CREATION PMT RECPT 012218 2520.83
IRONWOOD INDUSTRIES,43103,27179,108,0,0,719400,106,719400-2,-2,PO MISMATCH,IRONWOOD 010418 27179
Sierra Lifestyles,43117,32296,130,0,0,740850,128,740850-2,-2,PO MISMATCH,SIERRA 011918 32296
SLEEPYS LOG FURNITURE,43102,21722,45,5,0,732637,38,732637-1,-2,PO MISMATCH,SLEEPYS 010918 2
SLEEPYS LOG FURNITURE,43122,21744,45,5,0,738954,38,738954-3,-2,PO MISMATCH,SLEEPYS 013018 2
SLEEPYS LOG FURNITURE,43066,21659,45,5,0,710790,38,710790-2,-2,PO MISMATCH,SLEEPYS 120717 9
SLEEPYS LOG FURNITURE,43091,21712,45,5,0,731774,38,731774-1,-2,PO MISMATCH,SLEEPYS 122717 21712
UTTERMOST,43116,0002441161,157.5,7.5,0,740762,148,740762-4,-2,PO MISMATCH,UTTERMOST 011718 2441161
West Creation,43115,19649,42.9,3,0,732256,37.9,732256-2,-2,PO MISMATCH,WEST CREATION PMT RECPT 012218 2520.83
West Creation,43115,19648,41.8,3,0,731879,36.86,731879-1,-1.94,PO MISMATCH,WEST CREATION PMT RECPT 012218 2520.83
West Creation,43115,19654,40.3,3,0,732665,35.44,732665-1,-1.86,PO MISMATCH,WEST CREATION PMT RECPT 012218 2520.83
"Kalalou, Inc.",43125,640058,27.6,6,0,741834,19.8,741834-3,-1.8,PO MISMATCH,KALALOU 012618 640058
West Creation,43115,19632,38.9,3,0,729305,34.11,729305-3,-1.79,PO MISMATCH,WEST CREATION PMT RECPT 012218 2520.83
West Creation,43115,19673,37.8,3,0,737770,33.07,737770-3,-1.73,PO MISMATCH,WEST CREATION PMT RECPT 012218 2520.83
West Creation,43115,19646,36.8,3,0,731952,32.12,731952-1,-1.68,PO MISMATCH,WEST CREATION PMT RECPT 012218 2520.83
CHANDLER 4 CORNERS,43126,237259,125.9,10,0,745339,114.3,745339-1,-1.6,PO MISMATCH,CHANDLER 012618 237259
West Creation,43115,19643,44.7,3,0,731400,40.1,731400-3,-1.6,PO MISMATCH,WEST CREATION PMT RECPT 012218 2520.83
Sierra Lifestyles,43087,32066,104,0,0,730067,102.4,730067-1,-1.6,PO MISMATCH,SIERRA LIFESTYLES 122917 32066
CAL LIGHTING,43091,524138,69.4,0,0,704936,67.9,704936-3,-1.5,PO MISMATCH,CAL LIGHTING 122717 524138
CAPITOL IMPORTING,43111,164611,30.5,3,0,737208,26,737208-1,-1.5,PO MISMATCH,CAPITOL 011118 164611
CAPITOL IMPORTING,43111,164612,30.5,3,0,738248,26,738248-2,-1.5,PO MISMATCH,CAPITOL 011118 164612
CAPITOL IMPORTING,43117,164958,30.5,3,0,740960,26,740960-3,-1.5,PO MISMATCH,CAPITOL 011718 164958
West Creation,43115,19682,32,3,0,739345,27.56,739345-1,-1.44,PO MISMATCH,WEST CREATION PMT RECPT 012218 2520.83
Sierra Lifestyles,43125,32395,91,0,0,741939,89.6,741939-3,-1.4,PO MISMATCH,SIERRA 012918 32395
HERITAGE LACE,43119,1256438,16.8,0,0,742066,15.4,742066-1,-1.4,PO MISMATCH,HERITAGE LACE 012218 3
COAST LAMP,43455,51670,32.5,5,0,722517,26.13,722517-2,-1.37,PO MISMATCH,COAST LAMP PMT RECPT 122017 3484.88 84.80 46
Sierra Lifestyles,43103,32160,90,0,0,735237,88.7,735237-2,-1.3,PO MISMATCH,SIERRA LIFESTYLES 010918 32160
Sierra Lifestyles,43125,32387,78,0,0,742898,76.8,742898-1,-1.2,PO MISMATCH,SIERRA 012918 32387
COAST LAMP,43126,52168,104,5,0,739389,98,739389-1,-1,PO MISMATCH,COAST LAMP PMT RECPT 012618 1713.62
IRONWOOD INDUSTRIES,43080,27031,205,0,0,705257,204,705257-1,-1,PO MISMATCH,IRONWOOD 121117 27031
IRONWOOD INDUSTRIES,43089,27074,66,0,0,711146,65,711146-1,-1,PO MISMATCH,IRONWOOD 122717 27074
West Creation,43084,19546,36.85,3,0,727116,31.69,727116-1,-0.4675,PO MISMATCH,WEST CREATION 010218 143 5050.29
COAST LAMP,43089,Hand Note,5,0,0,,,NO PO-,,REVISED ,COAST LAMP PMT RECPT 010518 49 4281.85
UNITED WEAVERS,43105,1075585,26.5,0,0,,,Replacement-,,REVISED ,UNITED WEAVERS 010818 50
COAST LAMP,43084,51437,455,0,0,,,CATALOG-,,WAREHOUSE/ SAMPLES,CAST HORN 121517 5770.01
COAST LAMP,43119,52068,84,0,0,,,CATALOG-,,WAREHOUSE/ SAMPLES,COAST LAMP PMT RECPT 011918 4576.01
COAST LAMP,43119,52067,267,0,0,,,CATALOG-,,WAREHOUSE/ SAMPLES,COAST LAMP PMT RECPT 011918 4576.01
EAST OF HOLLYWOOD,0,Catalog Photo Sample,98,8,0,,,1COR10V4-,,WAREHOUSE/ SAMPLES,SIGNATURE COWBOY.EAST OF HOLLYWOOD 010418 12.2017
EAST OF HOLLYWOOD,0,Catalog Photo Sample,110,11,0,,,1COR3V12-,,WAREHOUSE/ SAMPLES,SIGNATURE COWBOY.EAST OF HOLLYWOOD 010418 12.2017
Greenland Trading,43119,164140,216,0,0,,,7081-,,WAREHOUSE/ SAMPLES,GREENLAND 012418 164140
IMAX CORPORATION,43075,1478065,3071.97,178.27,0,,,SPRINGCATALOG18-,,WAREHOUSE/ SAMPLES,IMAX 120617 1478065
OLLIIX,43110,44785735-1,441,0,0,,,7042-,,WAREHOUSE/ SAMPLES,OLLIIX 011118 44785735
Sierra Lifestyles,43125,32386,170,0,0,,,7117-,,WAREHOUSE/ SAMPLES,SIERRA 012918 32386
Sierra Lifestyles,43125,32386,170,0,0,,,7117-,,WAREHOUSE/ SAMPLES,SIERRA 012918 32396
T. I. DESIGN,43074,10112083,101,0,0,,,SAMPLES-,,WAREHOUSE/ SAMPLES,TI DESIGN 120517 10112083 SAMPLES SUM18
T. I. DESIGN,43074,10112082,209,0,0,,,SAMPLES-,,WAREHOUSE/ SAMPLES,TI DESIGN 120617 10112082 SAMPLES MILKMAN SUM17
TAMMEN,43060,2793,5311,240,0,,,70821-1,,WAREHOUSE/ SAMPLES,TAMMEN 121117 2793
THIRSTYSTONE,43020,INV446965,32,0,0,,,67602-1,,WAREHOUSE/ SAMPLES,THIRSTYSTONE 013118 64
THIRSTYSTONE,42985,INV446024,60.25,5,0,,,68652-1,,WAREHOUSE/ SAMPLES,THIRSTYSTONE 111317 2398.12
THIRSTYSTONE,43025,INV447052,1564,0,0,,,6515-,,WAREHOUSE/ SAMPLES,THIRSTYSTONE 013118 64
THIRSTYSTONE,43024,INV447039,2033.2,0,0,,,FALLCATALOG17-,,WAREHOUSE/ SAMPLES,THIRSTYSTONE 013118 64
CHANDLER 4 CORNERS,43087,236116,19,10,0,730012,8.1,730012-1,-0.9,,CHANDLER 121917 236116
"Kalalou, Inc.",43109,634642,15.9,6,0,737899,9,737899-1,-0.9,,KALALOU 010918 634642
"Kalalou, Inc.",43116,637351,24,6,0,739934,17.1,739934-1,-0.9,,KALALOU 011718 637351
Sierra Lifestyles,43123,32371,58.5,0,0,743045,57.6,743045-2,-0.9,,SIERRA 012918 32371
Sierra Lifestyles,43129,32425,52,0,0,745795,51.2,745795-1,-0.8,,SIERRA 013018 32425
Sierra Lifestyles,43052,31767,52,0,0,708563,51.2,708563-2,-0.8,,SIERRA LIFESTYLES 111717 174.35
Sierra Lifestyles,43125,32374,54,0,0,744465,53.22,744465-2,-0.78,,SIERRA 012918 32374
Sierra Lifestyles,43088,32076,54,0,0,731393,53.22,731393-1,-0.78,,SIERRA LIFESTYLES 122917 32076
Sierra Lifestyles,43096,32111,54,0,0,732664,53.22,732664-2,-0.78,,SIERRA LIFESTYLES 122917 32111
Sierra Lifestyles,43114,32258,47.5,0,0,740002,46.77,740002-2,-0.73,,SIERRA 011518 32258
COLORADO DALLAS LLC,43109,18921,29.8,2,0,730155,27.08,730155-2,-0.72,,COLORADO DALLAS 010818 18921
FLAT ROCK FURNITURE,43089,32726,1080,0,0,700055,1079.34,700055-1,-0.66,,FLAT ROCK 122017 32726
Sierra Lifestyles,43067,31910,39,0,0,713206,38.4,713206-2,-0.6,,SIERRA 120117 31910
West Creation,43084,19464,19,3,0,716163,14.63,716163-1,-0.57,,WEST CREATION 010218 143 5050.29
Sierra Lifestyles,43117,32289,36,0,0,741231,35.48,741231-4,-0.52,,SIERRA 011918 32289
Sierra Lifestyles,43117,32288,32.5,0,0,741077,32,741077-2,-0.5,,SIERRA 011918 32288
A HOMESTEAD SHOPPE,43122,430232,22.1,5,0,743015,16.62,743015-2,-0.48,,AHS 012218 4
A HOMESTEAD SHOPPE,43129,430413,22.1,5,0,744839,16.62,744839-3,-0.48,,AHS 012918 430412
Sierra Lifestyles,43125,32373,33,0,0,744620,32.52,744620-1,-0.48,,SIERRA 012918 32373
Sierra Lifestyles,43097,32119,33,0,0,733414,32.52,733414-1,-0.48,,SIERRA LIFESTYLES 122917 32119
West Creation,43084,19496,17,3,0,719573,12.83,719573-1,-0.47,,WEST CREATION 010218 143 5050.29
West Creation,43084,19534,17,3,0,725306,12.83,725306-1,-0.47,,WEST CREATION 010218 143 5050.29
Sierra Lifestyles,43125,32401,29.5,0,0,744969,29.05,744969-2,-0.45,,SIERRA 012918 32401
Sierra Lifestyles,43111,32255,26,0,0,736155,25.6,736155-1,-0.4,,SIERRA 011518 32255
Sierra Lifestyles,43104,32176,26,0,0,736256,25.6,736256-1,-0.4,,SIERRA LIFESTYLES 010918 32176
Sierra Lifestyles,43107,32215,26,0,0,737999,25.6,737999-2,-0.4,,SIERRA LIFESTYLES 010918 32215
Sierra Lifestyles,43052,31783,26,0,0,709108,25.6,709108-1,-0.4,,SIERRA LIFESTYLES 111717 174.35
Sierra Lifestyles,43107,32217,21.5,0,0,736622,21.17,736622-2,-0.33,,SIERRA LIFESTYLES 010918 32217
Sierra Lifestyles,43053,31790,21.5,0,0,710266,21.17,710266-1,-0.33,,SIERRA LIFESTYLES 111717 174.35
Sierra Lifestyles,43053,31791,21.5,0,0,708251,21.17,708251-2,-0.33,,SIERRA LIFESTYLES 111717 174.35
Sierra Lifestyles,43117,32309,19.5,0,0,742271,19.2,742271-2,-0.3,,SIERRA 011918 32309
Sierra Lifestyles,43066,31890,19.5,0,0,716512,19.2,716512-5,-0.3,,SIERRA 120117 31890
Sierra Lifestyles,43073,31954,19.5,0,0,720967,19.2,720967-1,-0.3,,SIERRA 120817 31954
Sierra Lifestyles,43114,32259,18,0,0,740197,17.74,740197-1,-0.26,,SIERRA 011518 32259
Sierra Lifestyles,43101,32139,18,0,0,733972,17.74,733972-1,-0.26,,SIERRA LIFESTYLES 010918 32139
Sierra Lifestyles,43125,32402,13,0,0,745096,12.8,745096-1,-0.2,,SIERRA 012918 32402
Sierra Lifestyles,43107,32216,13,0,0,732339,12.8,732339-1,-0.2,,SIERRA LIFESTYLES 010918 32216
Sierra Lifestyles,43053,31781,11,0,0,710115,10.84,710115-3,-0.16,,SIERRA LIFESTYLES 111717 174.35
Sierra Lifestyles,43084,32046,10.5,0,0,728652,10.34,728652-3,-0.16,,SIERRA LIFESTYLES 122917 32046
Sierra Lifestyles,43111,32254,8.5,0,0,735585,8.37,735585-2,-0.13,,SIERRA 011518 32254
Sierra Lifestyles,43111,32256,8.5,0,0,737416,8.37,737416-2,-0.13,,SIERRA 011518 32256
Sierra Lifestyles,43115,32273,8.5,0,0,740546,8.37,740546-2,-0.13,,SIERRA 011518 32273
Sierra Lifestyles,43129,32430,8.5,0,0,733647,8.37,733647-2,-0.13,,SIERRA 013018 32430
Sierra Lifestyles,43066,31889,8.5,0,0,716667,8.37,716667-2,-0.13,,SIERRA 120117 31889
Sierra Lifestyles,43103,32159,9,0,0,735826,8.87,735826-2,-0.13,,SIERRA LIFESTYLES 010918 32159
Sierra Lifestyles,43053,31782,9,0,0,710084,8.87,710084-1,-0.13,,SIERRA LIFESTYLES 111717 174.35
Sierra Lifestyles,43084,32047,8.5,0,0,728493,8.37,728493-2,-0.13,,SIERRA LIFESTYLES 122917 32047
Sierra Lifestyles,43097,32118,8.5,0,0,732470,8.37,732470-2,-0.13,,SIERRA LIFESTYLES 122917 32118
Sierra Lifestyles,43127,32410,6.5,0,0,745404,6.4,745404-1,-0.1,,SIERRA 013018 32410
Sierra Lifestyles,43067,31909,6.5,0,0,716739,6.4,716739-1,-0.1,,SIERRA 120117 31909
VAXCEL,43110,787833,559.71,2.5,0,727790,557.15,727790-2,-0.06,,VAXCEL 011118 787833
DONNA SHARP,43067,411686,56.25,0,0,716873,56.2,716873-1,-0.05,,DONNA SHARP 112917 411686
VAXCEL,43081,782947,205.82,2.5,0,725422,203.28,725422-1,-0.04,,VAXCEL 121317 782947
VAXCEL,43111,788220,111.76,2.5,0,738415,109.24,738415-1,-0.02,,VAXCEL 011218 788220
VAXCEL,43103,786451,104.16,2.5,0,735079,101.64,735079-1,-0.02,,VAXCEL 010418 786451
VAXCEL,43103,786566,104.16,2.5,0,734392,101.64,734392-1,-0.02,,VAXCEL 010418 786566
VAXCEL,43123,792385,104.16,2.5,0,742676,101.64,742676-1,-0.02,,VAXCEL 012418 792385
VAXCEL,43077,782061,104.16,2.5,0,723026,101.64,723026-1,-0.02,,VAXCEL 121117 782061
VAXCEL,43088,784510,62.36,2.5,0,731053,59.84,731053-1,-0.02,,VAXCEL 122017 784510
VAXCEL,43095,785254,104.16,2.5,0,732839,101.64,732839-1,-0.02,,VAXCEL 122717 785254
VAXCEL,43111,788222,154.98,2.5,0,737580,152.46,737580-1,-0.02,,VAXCEL 011218 788222
VAXCEL,43119,791134,305.56,2.5,0,741774,303.04,741774-2,-0.02,,VAXCEL 012218 791134
VAXCEL,43112,788553,238.58,2.5,0,738886,236.07,738886-2,-0.01,,VAXCEL 011518 788553
IMAX CORPORATION,43123,1498924,47.59,0,0,742994,47.58,742994-1,-0.01,,IMAX 012418 1498924
IMAX CORPORATION,43124,1499484,74.15,0,0,743053,74.14,743053-1,-0.01,,IMAX 012518 1499484
IMAX CORPORATION,43082,1481592,59.56,0,0,726530,59.55,726530-2,-0.01,,IMAX 121317 1481592
VAXCEL,43110,787938,121.73,2.5,0,737265,119.22,737265-1,-0.01,,VAXCEL 011118 787938
VAXCEL,43112,788643,97.03,2.5,0,739690,94.52,739690-1,-0.01,,VAXCEL 011518 788643
VAXCEL,43117,790173,69.48,2.5,0,740429,66.97,740429-2,-0.01,,VAXCEL 011818 790173
VAXCEL,43123,792276,69.48,2.5,0,743347,66.97,743347-1,-0.01,,VAXCEL 012418 792276
VAXCEL,43125,793652,100.83,2.5,0,743742,98.32,743742-2,-0.01,,VAXCEL 012618 793652
VAXCEL,43077,782085,104.15,2.5,0,723943,101.64,723943-1,-0.01,,VAXCEL 121117 782085
VAXCEL,43081,782841,79.93,2.5,0,726042,77.42,726042-1,-0.01,,VAXCEL 121317 782841
VAXCEL,43081,782920,104.15,2.5,0,725262,101.64,725262-1,-0.01,,VAXCEL 121317 782920
VAXCEL,43095,785255,121.73,2.5,0,732827,119.22,732827-1,-0.01,,VAXCEL 122717 785255
IMAX CORPORATION,43074,1477367,13.53,0,0,721454,13.52,721454-2,-0.01,,IMAX 120617 1477367
IMAX CORPORATION,43125,1500175,47.29,0,0,744608,47.28,744608-2,-0.01,,IMAX 012618 1500175
VAXCEL,43104,786741,53.33,2.5,0,734970,50.82,734970-2,-0.01,,VAXCEL 010518 786741
VAXCEL,43104,786761,53.33,2.5,0,735164,50.82,735164-1,-0.01,,VAXCEL 010518 786761
VAXCEL,43105,787038,53.33,2.5,0,735768,50.82,735768-1,-0.01,,VAXCEL 010818 787038
VAXCEL,43109,787764,53.33,2.5,0,737308,50.82,737308-1,-0.01,,VAXCEL 011018 787764
VAXCEL,43110,788100,53.33,2.5,0,738340,50.82,738340-1,-0.01,,VAXCEL 011118 788100
VAXCEL,43110,788106,53.33,2.5,0,738225,50.82,738225-2,-0.01,,VAXCEL 011118 788106
VAXCEL,43117,790034,53.33,2.5,0,739758,50.82,739758-1,-0.01,,VAXCEL 011818 790034
VAXCEL,43118,790446,45.73,2.5,0,741047,43.22,741047-1,-0.01,,VAXCEL 011918 790446
VAXCEL,43126,794133,53.33,2.5,0,744339,50.82,744339-2,-0.01,,VAXCEL 011918 794133
VAXCEL,43125,793475,53.33,2.5,0,743892,50.82,743892-2,-0.01,,VAXCEL 012618 793475
VAXCEL,43125,793514,53.33,2.5,0,744045,50.82,744045-1,-0.01,,VAXCEL 012618 793514
VAXCEL,43081,782882,53.33,2.5,0,725122,50.82,725122-1,-0.01,,VAXCEL 121317 782882
VAXCEL,43082,783316,53.33,2.5,0,727318,50.82,727318-1,-0.01,,VAXCEL 121417 783316
VAXCEL,43084,783710,53.33,2.5,0,728641,50.82,728641-1,-0.01,,VAXCEL 121817 783710
VAXCEL,43088,784288,53.33,2.5,0,729696,50.82,729696-2,-0.01,,VAXCEL 122017 784288
VAXCEL,43088,784362,53.33,2.5,0,730284,50.82,730284-1,-0.01,,VAXCEL 122017 784362
VAXCEL,43097,785718,53.33,2.5,0,733509,50.82,733509-2,-0.01,,VAXCEL 122917 785718
VAXCEL,43103,786497,301.75,2.5,0,733754,299.24,733754-1,-0.01,,VAXCEL 010418 786497
VAXCEL,43126,794276,370.63,2.5,0,744828,368.12,744828-2,-0.01,,VAXCEL 011918 794276
VAXCEL,43119,791181,276.58,2.5,0,741680,274.07,741680-2,-0.01,,VAXCEL 012218 791181
VAXCEL,43119,791218,192.03,2.5,0,741879,189.52,741879-1,-0.01,,VAXCEL 012218 791218
VAXCEL,43081,782944,107.01,2.5,0,725738,104.5,725738-2,-0.01,,VAXCEL 121317 782944
VAXCEL,43087,783991,202.95,2.5,0,729304,200.44,729304-2,-0.01,,VAXEL 121917 783991
VAXCEL,43105,787100,552.08,2.5,0,736125,549.57,736125-2,-0.01,,VAXCEL 010818 787100
